epoch,loss,BinaryAccuracy,Val_loss,Val_BinaryAccuracy
81,0.0004346354779507296,1.0,0.0007034936,1.0
82,0.00042680410190827856,1.0,0.00069030677,1.0
83,0.0004191663138787164,1.0,0.0006783794,1.0
84,0.00041195365104011863,1.0,0.0006675254,1.0
85,0.0004048186938821492,1.0,0.0006560399,1.0
86,0.00039806815708793637,1.0,0.0006441883,1.0
87,0.0003913135851196935,1.0,0.00063319097,1.0
88,0.00038486415628686963,1.0,0.0006230537,1.0
89,0.00037888129055611977,1.0,0.0006133071,1.0
90,0.0003727991835889512,1.0,0.0006038123,1.0
91,0.0003666435636329967,1.0,0.00059448084,1.0
92,0.00036128514769980907,1.0,0.00058426405,1.0
93,0.00035573585828094494,1.0,0.00057483534,1.0
94,0.0003503991860979555,1.0,0.00056713755,1.0
95,0.000345340449536208,1.0,0.0005591786,1.0
96,0.0003402388566618972,1.0,0.000551184,1.0
97,0.0003352647029773394,1.0,0.0005440231,1.0
98,0.00033057785411051027,1.0,0.000535734,1.0
99,0.00032606831435501706,1.0,0.0005279946,1.0
epoch,loss,BinaryAccuracy,Val_loss,Val_BinaryAccuracy
0,0.2514793846395708,0.5080645,0.23226759,0.6643519
1,0.21066284516165334,0.67741936,0.19546385,0.7314815
2,0.1690148605829886,0.7580645,0.1831398,0.7453704
3,0.15221582441740938,0.7822581,0.18498506,0.7337963
4,0.14347946807937395,0.82258064,0.19760771,0.7476852
5,0.13257874306967302,0.8467742,0.19792376,0.7592593
6,0.13078234034530337,0.8548387,0.17812344,0.7962963
7,0.12219191679070072,0.87903225,0.17732097,0.8009259
8,0.11984788457442436,0.87903225,0.17680405,0.7893519
9,0.11750338687899432,0.87096775,0.1669954,0.8055556
10,0.10760595306290328,0.88709676,0.16363052,0.8148148
11,0.10706721813203918,0.8951613,0.15303774,0.8171296
12,0.10059207139819328,0.8951613,0.143767,0.8333333
13,0.09487820001959335,0.8951613,0.13283509,0.8287037
14,0.0841035345755142,0.8951613,0.13491753,0.8402778
15,0.07019406361483092,0.91935486,0.08922447,0.8842593
16,0.0550453005348719,0.9354839,0.07700152,0.9166667
17,0.04260017254052451,0.9596774,0.05537711,0.9398148
18,0.034566885852449734,0.9596774,0.0401033,0.9652778
19,0.022843195838035055,0.983871,0.03746598,0.9467593
20,0.018609303187641642,0.983871,0.02055491,1.0
21,0.012714034636202643,1.0,0.0155946985,1.0
22,0.009257891656364248,1.0,0.012509972,1.0
23,0.007170975023801739,1.0,0.010360306,1.0
24,0.006334939779926865,1.0,0.009321344,1.0
25,0.005347053976067635,1.0,0.008601429,1.0
26,0.0044683539428895585,1.0,0.0084011555,1.0
27,0.004059449237861519,1.0,0.0071456176,1.0
28,0.003616954324697065,1.0,0.0058559277,1.0
29,0.003219953939914112,1.0,0.0051377825,1.0
30,0.002981814233275908,1.0,0.0049930755,1.0
31,0.0027109552732825603,1.0,0.0048244735,1.0
32,0.0024979478867980134,1.0,0.004301608,1.0
33,0.002303888894697219,1.0,0.004374194,1.0
34,0.002176912968450544,1.0,0.003931456,1.0
35,0.0020244036318364388,1.0,0.0035769464,1.0
36,0.0019072265630650429,1.0,0.0034488528,1.0
37,0.0017932356881829037,1.0,0.00341153,1.0
38,0.001700269554478171,1.0,0.0031917465,1.0
39,0.001607753905597248,1.0,0.0030453491,1.0
40,0.0015205761259743844,1.0,0.0029813158,1.0
41,0.0014513189747988016,1.0,0.0027445569,1.0
42,0.0013880106753453266,1.0,0.0026221965,1.0
43,0.001326436257797116,1.0,0.002618836,1.0
44,0.0012708119807910171,1.0,0.002422146,1.0
45,0.0012203297546288776,1.0,0.0023500621,1.0
46,0.0011702214658784683,1.0,0.0022571576,1.0
47,0.001127265327555403,1.0,0.0021588607,1.0
48,0.0010866433706049124,1.0,0.0021120792,1.0
49,0.0010464474221014636,1.0,0.0020168412,1.0
50,0.0010115885816342216,1.0,0.0019632091,1.0
51,0.0009751624261298275,1.0,0.0018643414,1.0
52,0.0009463203028468754,1.0,0.0018392719,1.0
53,0.0009165477210244021,1.0,0.0018147951,1.0
54,0.0008879629629137203,1.0,0.0017820582,1.0
55,0.0008596500127374208,1.0,0.0017713986,1.0
56,0.0008371154191125595,1.0,0.0016924811,1.0
57,0.0008142595161555824,1.0,0.0016410844,1.0
58,0.0007925228720028963,1.0,0.0015909114,1.0
59,0.0007699288760470095,1.0,0.0015371111,1.0
60,0.0007495038796735016,1.0,0.0015138291,1.0
61,0.0007315726535022893,1.0,0.0014644862,1.0
62,0.0007129979137663477,1.0,0.0014443793,1.0
63,0.0006961544401541863,1.0,0.0014078816,1.0
64,0.000679339652665036,1.0,0.0013800402,1.0
65,0.0006635112742969795,1.0,0.0013458864,1.0
66,0.0006486400466201303,1.0,0.0013119394,1.0
67,0.0006337376351408448,1.0,0.0013000877,1.0
68,0.0006206849122698318,1.0,0.0012725487,1.0
69,0.0006064998932405644,1.0,0.0012444945,1.0
70,0.0005930338503833721,1.0,0.0012307101,1.0
71,0.0005818278358777118,1.0,0.0011966683,1.0
72,0.0005704175051806165,1.0,0.001185623,1.0
73,0.0005591922868194754,1.0,0.0011607868,1.0
74,0.0005482919931960021,1.0,0.0011390162,1.0
75,0.0005375254368306426,1.0,0.0011193448,1.0
76,0.0005278422238351625,1.0,0.0010887984,1.0
77,0.000518265662476423,1.0,0.0010704903,1.0
78,0.0005084554827723122,1.0,0.0010578344,1.0
79,0.0004990361002210046,1.0,0.001044005,1.0
80,0.0004911292425159416,1.0,0.0010292334,1.0
81,0.0004822803238341528,1.0,0.0010071327,1.0
82,0.00047414275117731565,1.0,0.0009891072,1.0
83,0.0004659389537797478,1.0,0.0009741716,1.0
84,0.000458508033529465,1.0,0.0009631441,1.0
85,0.0004510447111281411,1.0,0.000946848,1.0
86,0.0004439624604727319,1.0,0.00093031756,1.0
87,0.00043681889793994116,1.0,0.0009152762,1.0
88,0.00042997898149664136,1.0,0.00090301235,1.0
89,0.000423727869243721,1.0,0.00089275173,1.0
90,0.0004173251583940709,1.0,0.0008814433,1.0
91,0.0004105478233947407,1.0,0.0008695058,1.0
92,0.0004050052667157762,1.0,0.0008531301,1.0
93,0.00039909595317376737,1.0,0.0008393889,1.0
94,0.0003933317867479915,1.0,0.0008326087,1.0
95,0.00038797514186274295,1.0,0.00082305446,1.0
96,0.00038251518438506363,1.0,0.00081217405,1.0
97,0.00037721116987012786,1.0,0.0008042965,1.0
98,0.0003721339336453316,1.0,0.00079234526,1.0
99,0.00036729409994002766,1.0,0.0007825171,1.0
epoch,loss,BinaryAccuracy,Val_loss,Val_BinaryAccuracy
0,0.25212293214374976,0.5080645,0.23070838,0.6689815
1,0.21234565522641904,0.7016129,0.19544922,0.7291667
2,0.17186074003186677,0.766129,0.18347521,0.7337963
3,0.1555797001046519,0.766129,0.18496612,0.7337963
4,0.14726387158096318,0.83064514,0.19597302,0.7569444
5,0.13807270802827853,0.83064514,0.20230103,0.7638889
6,0.1357844450676273,0.8548387,0.1843711,0.7939815
7,0.12710578513008752,0.87096775,0.18815358,0.8032407
8,0.12654090494165318,0.87096775,0.18634647,0.7893519
9,0.12436961112900698,0.86290324,0.17922366,0.8101852
10,0.1142554165424137,0.88709676,0.178348,0.8148148
11,0.11633570191465438,0.87096775,0.17239037,0.8310185
12,0.11206285247622404,0.8951613,0.17192851,0.8240741
13,0.11184641104081229,0.8951613,0.17066832,0.8333333
14,0.10832210378465525,0.8951613,0.17296226,0.8333333
15,0.10690743446819749,0.8951613,0.16974393,0.8310185
16,0.1068706622873217,0.8951613,0.16644135,0.8333333
17,0.10557352332148918,0.8951613,0.16566622,0.8333333
18,0.10423166188798684,0.8951613,0.16581161,0.8333333
19,0.10362888963778284,0.8951613,0.16163416,0.8333333
20,0.10270579017941922,0.8951613,0.15893462,0.8333333
21,0.099905772769665,0.8951613,0.15166643,0.8333333
22,0.09594850370452943,0.8951613,0.14369734,0.8333333
23,0.08832449467374845,0.8951613,0.119679436,0.8333333
24,0.07982542577308542,0.9032258,0.10251748,0.8703704
25,0.06581397069573042,0.92741936,0.08866359,0.9143519
26,0.05157836745943754,0.9596774,0.08783945,0.9143519
27,0.04710943925422931,0.9596774,0.08178649,0.9166667
28,0.04450899035354298,0.9596774,0.07585326,0.9166667
29,0.041357715686430194,0.9596774,0.06910895,0.9166667
30,0.041021512780008054,0.9596774,0.06825166,0.9166667
31,0.03932644153152773,0.9596774,0.06883114,0.9166667
32,0.037669511551352876,0.9596774,0.06425449,0.9166667
33,0.03565230450100986,0.9596774,0.06756557,0.9166667
34,0.03533447064311927,0.9596774,0.057527613,0.9166667
35,0.033142042047515016,0.9596774,0.049172595,0.9166667
36,0.03140891122521087,0.9596774,0.043641325,0.9166667
37,0.025442349684805864,0.9677419,0.03962076,0.9328704
38,0.020395703341795333,0.9758065,0.028560648,0.9722222
39,0.015525015496091182,0.9919355,0.022262547,0.9907407
40,0.011998896599013074,1.0,0.01837113,1.0
41,0.010124493725309167,1.0,0.013154043,1.0
42,0.00879326109731223,1.0,0.010928876,1.0
43,0.007559358460463456,1.0,0.0108512,1.0
44,0.00665172152648372,1.0,0.0086396355,1.0
45,0.005942773332090808,1.0,0.008002828,1.0
46,0.005214877852385173,1.0,0.0067706793,1.0
47,0.004656393051655252,1.0,0.0060275737,1.0
48,0.004110148062952043,1.0,0.0054151407,1.0
49,0.0036419534879764074,1.0,0.0047355196,1.0
50,0.003260047584820225,1.0,0.0042970586,1.0
51,0.0029180151195173348,1.0,0.003813849,1.0
52,0.0026312031778586735,1.0,0.0035655678,1.0
53,0.0023951809665322937,1.0,0.0032957213,1.0
54,0.0021864590448419014,1.0,0.0030416306,1.0
55,0.0019944275447282816,1.0,0.0028729003,1.0
56,0.0018647291319153268,1.0,0.002620655,1.0
57,0.0017303307383010928,1.0,0.0024262806,1.0
58,0.0016153067799000648,1.0,0.0022530924,1.0
59,0.0015094545275543727,1.0,0.0021061809,1.0
60,0.0014196313360910135,1.0,0.0020096926,1.0
61,0.001340834331974674,1.0,0.0018906629,1.0
62,0.0012693648226148422,1.0,0.0018065353,1.0
63,0.0012065805783311502,1.0,0.0017155319,1.0
64,0.0011476391460717187,1.0,0.0016341143,1.0
65,0.0010945474688572089,1.0,0.001562305,1.0
66,0.0010461058470589764,1.0,0.0014938068,1.0
67,0.0010013473169627036,1.0,0.0014344648,1.0
68,0.000960773964211072,1.0,0.0013786891,1.0
69,0.0009216193206626603,1.0,0.0013286507,1.0
70,0.0008848017425201936,1.0,0.0012893282,1.0
71,0.0008545221085847927,1.0,0.0012373844,1.0
72,0.000824083314662696,1.0,0.0011989058,1.0
73,0.0007959719165919826,1.0,0.0011618116,1.0
74,0.0007701867862124345,1.0,0.001122721,1.0
75,0.0007450105028983818,1.0,0.0010872527,1.0
76,0.0007233862198488843,1.0,0.0010489321,1.0
77,0.0006999803049915675,1.0,0.0010160222,1.0
78,0.0006791772951595888,1.0,0.0009892898,1.0
79,0.0006596150982381511,1.0,0.0009629201,1.0
80,0.0006428584716896664,1.0,0.0009389761,1.0
81,0.0006239406033596277,1.0,0.0009115769,1.0
82,0.000607372527156258,1.0,0.00088686025,1.0
83,0.0005914778800535298,1.0,0.00086578546,1.0
84,0.0005769089895726475,1.0,0.00084555603,1.0
85,0.000562582794343818,1.0,0.0008248528,1.0
86,0.000549017505678323,1.0,0.0008040582,1.0
87,0.0005361716755488724,1.0,0.0007853956,1.0
88,0.0005237012238621314,1.0,0.00076910894,1.0
89,0.0005120698023721654,1.0,0.00075228175,1.0
90,0.0005008264373155806,1.0,0.0007362024,1.0
91,0.0004895619655115063,1.0,0.000720742,1.0
92,0.000479631728012464,1.0,0.00070467073,1.0
93,0.0004695776137117308,1.0,0.0006900994,1.0
94,0.0004600414868027582,1.0,0.00067757483,1.0
95,0.00045099267724928665,1.0,0.0006649971,1.0
96,0.0004420653304372712,1.0,0.00065248273,1.0
97,0.00043352473921327,1.0,0.00064131385,1.0
98,0.000425326893500897,1.0,0.0006295028,1.0
99,0.0004176434609733758,1.0,0.0006179852,1.0
epoch,loss,BinaryAccuracy,Val_loss,Val_BinaryAccuracy
0,0.2529332854094044,0.5,0.23199241,0.6643519
1,0.2131033531960941,0.6854839,0.19530049,0.7268519
2,0.17256973549017623,0.766129,0.18354474,0.7407407
3,0.15628352830366743,0.766129,0.18485765,0.7291667
4,0.14760462591995396,0.83064514,0.19514605,0.7592593
5,0.1382343914855512,0.83064514,0.20151949,0.7638889
6,0.13564293352594117,0.8548387,0.1829591,0.7939815
7,0.1269233103751415,0.87096775,0.1867287,0.8032407
8,0.12644945519540698,0.87096775,0.1849379,0.787037
9,0.12389524320268162,0.86290324,0.1771747,0.8101852
10,0.11386569777659455,0.88709676,0.1769811,0.8148148
11,0.11570734996911919,0.87096775,0.17080621,0.8240741
12,0.1116290807488352,0.8951613,0.16987409,0.8240741
13,0.11135932126372579,0.8951613,0.1689759,0.8287037
14,0.10775208144660874,0.88709676,0.17111948,0.8333333
15,0.10619767460124305,0.8951613,0.1669958,0.8240741
16,0.10588376958325933,0.8951613,0.16354236,0.8333333
17,0.10452847089184233,0.8951613,0.16190785,0.8333333
18,0.10249924089270455,0.8951613,0.15968837,0.8333333
19,0.1009710643350357,0.8951613,0.15310907,0.8333333
20,0.0988764405557313,0.8951613,0.14718506,0.8333333
21,0.09291851386690049,0.8951613,0.13299887,0.8333333
22,0.08372143974039288,0.9032258,0.12452208,0.8333333
23,0.07093827576552998,0.91129035,0.0910795,0.9050926
24,0.058511453108005824,0.9435484,0.08064274,0.9143519
25,0.05003801008663891,0.9596774,0.07636141,0.9166667
26,0.04290081162170897,0.9596774,0.07814188,0.9166667
27,0.04129959353397886,0.9596774,0.07337645,0.9166667
28,0.039158256636373186,0.9596774,0.06619276,0.9166667
29,0.03595950155361225,0.9596774,0.05717048,0.9166667
30,0.03519740387808622,0.9596774,0.052838735,0.9166667
31,0.03129026389468627,0.9596774,0.049631786,0.9166667
32,0.025368696031481733,0.9596774,0.03520854,0.9837963
33,0.018411585015450503,0.9919355,0.027832203,0.962963
34,0.015404943893137839,0.983871,0.016963707,1.0
35,0.009971836705048073,1.0,0.012207477,1.0
36,0.007874270829882292,1.0,0.00940761,1.0
37,0.00601053311402211,1.0,0.008223132,1.0
38,0.005097951336811006,1.0,0.006611953,1.0
39,0.004211457228496241,1.0,0.005842916,1.0
40,0.0036202492445285787,1.0,0.005322751,1.0
41,0.0032163628452361727,1.0,0.0044088205,1.0
42,0.002882242815319286,1.0,0.0038903952,1.0
43,0.0025973862643035492,1.0,0.0036957136,1.0
44,0.002358263662890456,1.0,0.0032507682,1.0
45,0.002173426592273773,1.0,0.0030402143,1.0
46,0.0020007743634426244,1.0,0.0027941768,1.0
47,0.0018605886772063733,1.0,0.002606288,1.0
48,0.0017339816124824152,1.0,0.0024561787,1.0
49,0.0016217222648519498,1.0,0.0022843406,1.0
50,0.0015270706392203142,1.0,0.0021620237,1.0
51,0.001436752676117096,1.0,0.002026743,1.0
52,0.001361075567303722,1.0,0.0019456863,1.0
53,0.0012921803274441948,1.0,0.0018643406,1.0
54,0.0012279329553753233,1.0,0.001783643,1.0
55,0.001167963287717876,1.0,0.0017190614,1.0
56,0.0011198753364008171,1.0,0.0016368637,1.0
57,0.0010726910359446793,1.0,0.0015619224,1.0
58,0.0010285459410170465,1.0,0.0014913782,1.0
59,0.000985855652787347,1.0,0.001427087,1.0
60,0.0009479952875654274,1.0,0.0013819665,1.0
61,0.0009139633714532406,1.0,0.001326743,1.0
62,0.0008811801888793613,1.0,0.0012848309,1.0
63,0.0008518245712615856,1.0,0.0012407067,1.0
64,0.0008230823897329467,1.0,0.0011986275,1.0
65,0.0007965585886443976,1.0,0.0011604325,1.0
66,0.0007716577757169181,1.0,0.0011233966,1.0
67,0.0007480462652277845,1.0,0.0010909466,1.0
68,0.0007264377827596036,1.0,0.0010594851,1.0
69,0.0007047374278807829,1.0,0.0010311314,1.0
70,0.0006839877456484594,1.0,0.0010076115,1.0
71,0.0006665721858230574,1.0,0.0009775556,1.0
72,0.0006489386041868138,1.0,0.00095453963,1.0
73,0.0006324648391249355,1.0,0.000930976,1.0
74,0.0006166554756477595,1.0,0.00090732914,1.0
75,0.000601253868723923,1.0,0.0008854714,1.0
76,0.0005875684304145022,1.0,0.0008614308,1.0
77,0.0005732350403582865,1.0,0.000840277,1.0
78,0.0005598717131952237,1.0,0.00082258147,1.0
79,0.00054713639494161,1.0,0.0008049902,1.0
80,0.000536178237575035,1.0,0.00078860944,1.0
81,0.0005238065396922813,1.0,0.0007702299,1.0
82,0.0005127695185511848,1.0,0.0007535168,1.0
83,0.0005020498984154092,1.0,0.0007389955,1.0
84,0.000492128809463749,1.0,0.0007249064,1.0
85,0.00048228633148673613,1.0,0.0007105307,1.0
86,0.00047290836867612676,1.0,0.00069616263,1.0
87,0.0004638568390348729,1.0,0.0006827449,1.0
88,0.00045510339894815023,1.0,0.00067075493,1.0
89,0.00044691784638813706,1.0,0.0006587188,1.0
90,0.00043877152714069396,1.0,0.00064702705,1.0
91,0.0004306014040682179,1.0,0.0006356835,1.0
92,0.00042341563896790773,1.0,0.0006238424,1.0
93,0.0004160587867765512,1.0,0.0006130058,1.0
94,0.0004090046657643876,1.0,0.0006037165,1.0
95,0.00040233165197106803,1.0,0.000594307,1.0
96,0.00039566757727844823,1.0,0.0005848457,1.0
97,0.00038926616145779975,1.0,0.00057627517,1.0
98,0.00038306812748047493,1.0,0.0005671778,1.0
99,0.00037722630150388033,1.0,0.0005583554,1.0
epoch,loss,BinaryAccuracy,Val_loss,Val_BinaryAccuracy
0,0.25022708432328317,0.5564516,0.22909029,0.6666667
1,0.20764210129216795,0.6935484,0.19443128,0.724537
2,0.16904402268870222,0.7741935,0.18293642,0.7453704
3,0.15286035831987618,0.7741935,0.18452856,0.7361111
4,0.14366782852824056,0.83064514,0.1972255,0.7546296
5,0.13382032519627002,0.8467742,0.19966917,0.7546296
6,0.13093319142823137,0.8548387,0.18077002,0.8009259
7,0.12237970988949641,0.87903225,0.18121833,0.8101852
8,0.12014047060191872,0.87903225,0.1805117,0.8009259
9,0.11880238832072204,0.87096775,0.17326024,0.8148148
10,0.10947224303691333,0.88709676,0.16957556,0.8263889
11,0.10980414929367872,0.8951613,0.16250238,0.8333333
12,0.10409608595880619,0.8951613,0.15649608,0.8333333
13,0.10083726343145827,0.8951613,0.14957178,0.8333333
14,0.09368564917108856,0.88709676,0.15165983,0.7777778
15,0.08285739812679586,0.8951613,0.115272276,0.8472222
16,0.0710883889957087,0.92741936,0.10110756,0.8935185
17,0.059776125753614906,0.9516129,0.091007285,0.9074074
18,0.05199494150896968,0.9516129,0.08135633,0.9143519
19,0.04729718137241434,0.9596774,0.08146616,0.9166667
20,0.04437663977936638,0.9596774,0.078098506,0.9166667
21,0.04254845259020517,0.9596774,0.07419004,0.9166667
22,0.04091427728692378,0.9596774,0.072221905,0.9166667
23,0.038882607795746864,0.9596774,0.066525206,0.9166667
24,0.03960432346731625,0.9596774,0.06646152,0.9166667
25,0.038541936317943185,0.9596774,0.06740213,0.9166667
26,0.03673164884774803,0.9596774,0.07112404,0.9166667
27,0.03690036550176134,0.9596774,0.06968437,0.9166667
28,0.03664473909359348,0.9596774,0.06524469,0.9166667
29,0.034637881182987024,0.9596774,0.056831934,0.9166667
30,0.03649092408255133,0.9596774,0.05825986,0.9166667
31,0.035158035478777876,0.9596774,0.062505715,0.9166667
32,0.03497824558587031,0.9596774,0.059178237,0.9166667
33,0.034210344056976656,0.9596774,0.06512442,0.9166667
34,0.034785893754903346,0.9596774,0.05900738,0.9166667
35,0.03407269514005865,0.9596774,0.055259116,0.9166667
36,0.034711601379636095,0.9596774,0.057038784,0.9166667
37,0.034126988175946664,0.9596774,0.059349373,0.9166667
38,0.034191854693168516,0.9596774,0.05740016,0.9166667
39,0.033645103467279114,0.9596774,0.056853395,0.9166667
40,0.03298317564123511,0.9596774,0.061239813,0.9166667
41,0.03250993634346302,0.9596774,0.05347829,0.9166667
42,0.03316287634430007,0.9596774,0.050712127,0.9166667
43,0.03431869114161424,0.9596774,0.058478322,0.9166667
44,0.032430732926770595,0.9596774,0.05234751,0.9166667
45,0.033347752780701415,0.9596774,0.055258945,0.9166667
46,0.03257900882623187,0.9596774,0.05079172,0.9166667
47,0.03276022134971959,0.9596774,0.05526819,0.9166667
48,0.03241435420027154,0.9596774,0.055634163,0.9166667
49,0.03160803678298797,0.9596774,0.049366783,0.9166667
50,0.03243408784543032,0.9596774,0.053069927,0.9166667
51,0.02992600195472234,0.9596774,0.04477765,0.9166667
52,0.0297761462538288,0.9516129,0.047106616,0.9166667
53,0.02505136740907974,0.9596774,0.03158371,0.9166667
54,0.013635714934093903,0.983871,0.013359053,1.0
55,0.006954744015729375,1.0,0.008033377,1.0
56,0.00456253194240933,1.0,0.0051903,1.0
57,0.0032736863247354478,1.0,0.004018857,1.0
58,0.002630988947149745,1.0,0.0032178222,1.0
59,0.0022388364140492594,1.0,0.0027558315,1.0
60,0.0019501099452681836,1.0,0.0023865302,1.0
61,0.0017346522550864606,1.0,0.0021145295,1.0
62,0.0015650684595168826,1.0,0.0019023417,1.0
63,0.00143835275964485,1.0,0.0017509368,1.0
64,0.0013316528647021274,1.0,0.0015970112,1.0
65,0.0012454733111992354,1.0,0.0014829293,1.0
66,0.001165236564704188,1.0,0.0014012912,1.0
67,0.0010878854103149324,1.0,0.0013045999,1.0
68,0.0010361602550449701,1.0,0.0012295882,1.0
69,0.0009764062658027503,1.0,0.0011756017,1.0
70,0.0009329177593694874,1.0,0.0011151978,1.0
71,0.0008867148834020379,1.0,0.0010591715,1.0
72,0.0008438106572410541,1.0,0.0010108011,1.0
73,0.0008143462888733391,1.0,0.0009698578,1.0
74,0.0007737515867530976,1.0,0.00094854267,1.0
75,0.00074583279595044,1.0,0.0009178801,1.0
76,0.0007228976790964871,1.0,0.0008710751,1.0
77,0.0006954620688299845,1.0,0.00083697244,1.0
78,0.0006708771534948618,1.0,0.0008051921,1.0
79,0.0006465644281624625,1.0,0.0007764891,1.0
80,0.0006288558046061289,1.0,0.00075181946,1.0
81,0.0006073643364452382,1.0,0.0007279154,1.0
82,0.0005875823283590321,1.0,0.00070728775,1.0
83,0.0005709067964609976,1.0,0.00068806275,1.0
84,0.0005558415188229304,1.0,0.00066778326,1.0
85,0.0005398704982935083,1.0,0.00064744416,1.0
86,0.0005249159469547103,1.0,0.00063238596,1.0
87,0.0005110973482028463,1.0,0.00061467034,1.0
88,0.0004976274416431777,1.0,0.0005987095,1.0
89,0.0004845384628591975,1.0,0.00058191305,1.0
90,0.00047345890040328606,1.0,0.00056844257,1.0
91,0.00046169439611033444,1.0,0.00055542315,1.0
92,0.00045084255902433904,1.0,0.00054464047,1.0
93,0.0004407460390710537,1.0,0.0005325595,1.0
94,0.00043063290239560515,1.0,0.0005200859,1.0
95,0.0004216649871094183,1.0,0.00050855073,1.0
96,0.00041228627196596054,1.0,0.00049715984,1.0
97,0.00040321152230851735,1.0,0.0004862109,1.0
98,0.000395585129717068,1.0,0.0004767225,1.0
99,0.0003876271560626822,1.0,0.00046808404,1.0
